24,29,0,
24,28,30,
25,28,31,
25,29,31,
25,29,32,
25,27,32,
25,29,54,
25,29,52,
25,29,571,
25,29,620,
25,29,54,
24,27,8,
24,29,8,
24,29,8,
24,29,8,
24,28,8,
24,29,9,
23,18,81,
23,15,82,
23,16,145,
23,36,159,
24,58,182,
25,33,200,
25,23,186,
25,18,193,
25,15,184,
25,13,202,
27,30,2,
26,29,2,
26,29,2,
26,29,2,
26,29,2,
26,29,2,
26,29,2,
26,29,2,
26,29,2,
27,29,2,
26,29,2,
26,29,2,
26,29,2,
27,29,2,
27,29,2,
27,29,2,
26,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
26,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,30,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
26,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,29,2,
27,28,2,
26,28,2,
27,28,2,
27,28,2,
26,28,2,
27,28,2,
27,28,2,
27,29,2,
27,29,2,
27,28,2,
26,28,2,
26,28,2,
27,28,2,
26,30,2,
26,30,2,
27,30,2,
27,30,2,
26,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,28,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,29,2,
27,29,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,28,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
27,30,3,
26,28,3,
27,28,3,
27,30,3,
27,30,3,
27,28,3,
27,28,3,
27,28,3,
27,30,3,
27,30,3,
27,30,3,
27,28,3,
27,28,3,
27,29,3,
27,29,3,
27,29,3,
27,29,3,
27,28,3,
27,29,3,
27,29,2,
26,29,2,
27,29,2,
27,29,2,
27,29,2,
27,28,2,
27,28,2,
27,29,2,
27,29,2,
27,29,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
26,28,2,
27,28,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,1,
27,28,2,
27,29,1,
27,29,2,
27,28,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,30,2,
27,30,2,
27,30,1,
27,30,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,30,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,28,2,
27,30,1,
27,30,2,
27,28,2,
27,28,2,
27,30,1,
27,28,1,
27,28,2,
27,28,2,
26,43,0,
26,43,33,
26,43,33,
26,43,0,
26,43,31,
26,43,31,
26,43,32,
26,43,25,
26,43,37,
26,43,38,
26,43,38,
26,45,63,
27,43,63,
27,43,61,
27,46,62,
27,46,63,
27,44,62,
27,42,62,
27,41,62,
27,40,62,
27,39,60,
27,41,60,
27,40,62,
27,42,62,
27,42,62,
27,41,63,
27,41,57,
27,41,58,
28,41,52,
28,40,52,
28,40,52,
28,40,52,
28,40,54,
28,39,55,
28,39,55,
28,39,55,
28,41,55,
28,42,55,
28,42,55,
28,42,55,
28,42,55,
28,42,55,
28,42,55,
28,42,55,
28,42,55,
28,42,55,
28,42,55,
28,43,55,
28,42,55,
28,42,55,
28,42,55,
28,42,55,
28,43,55,
28,43,55,
28,48,55,
28,44,55,
28,42,55,
28,40,55,
28,39,55,
28,38,55,
28,38,55,
28,37,55,
28,37,55,
28,37,55,
28,38,55,
28,37,55,
28,37,55,
28,37,55,
28,37,55,
28,37,55,
28,37,55,
28,39,61,
28,39,61,
28,39,56,
28,38,56,
28,40,56,
28,40,56,
28,38,56,
28,43,55,
28,42,55,
28,40,55,
28,38,55,
28,37,61,
28,41,61,
28,38,60,
28,37,61,
28,37,61,
28,40,61,
28,41,61,
28,41,60,
28,41,60,
28,42,60,
28,41,60,
28,41,60,
28,41,60,
28,41,60,
28,41,60,
